Timestamp,ACC X,ACC Y,ACC Z
2026/05/14 10:30:48.556,0.015,-0.004,0.997
2026/05/14 10:30:48.575,0.014,-0.001,0.999
2026/05/14 10:30:48.595,0.016,-0.001,0.998
2026/05/14 10:30:48.614,0.014,-0.002,0.999
2026/05/14 10:30:48.633,0.014,-0.002,0.999
2026/05/14 10:30:48.652,0.017,-0.003,1.0
2026/05/14 10:30:48.671,0.016,-0.006,0.999
2026/05/14 10:30:48.691,0.015,-0.004,1.0
2026/05/14 10:30:48.710,0.016,-0.004,0.998
2026/05/14 10:30:48.729,0.013,-0.004,0.999
2026/05/14 10:30:48.748,0.016,-0.005,0.997
2026/05/14 10:30:48.768,0.016,-0.008,1.001
2026/05/14 10:30:48.787,0.019,-0.005,1.0
2026/05/14 10:30:48.806,0.015,0.002,0.996
2026/05/14 10:30:48.825,0.018,-0.005,1.005
2026/05/14 10:30:48.845,0.016,-0.002,0.997
2026/05/14 10:30:48.864,0.017,-0.007,0.995
2026/05/14 10:30:48.883,0.013,-0.004,0.999
2026/05/14 10:30:48.902,0.01,-0.003,0.996
2026/05/14 10:30:48.921,0.015,-0.003,1.0
2026/05/14 10:30:48.941,0.016,-0.005,1.001
2026/05/14 10:30:48.960,0.015,-0.006,1.001
2026/05/14 10:30:48.979,0.017,-0.005,1.001
2026/05/14 10:30:48.998,0.018,-0.001,0.999
2026/05/14 10:30:49.018,-0.014,-0.172,0.803
2026/05/14 10:30:49.037,0.001,0.055,0.733
2026/05/14 10:30:49.056,0.09,0.092,1.119
2026/05/14 10:30:49.075,0.127,0.067,1.164
2026/05/14 10:30:49.095,0.246,0.092,0.922
2026/05/14 10:30:49.114,0.109,0.0,0.833
2026/05/14 10:30:49.133,0.022,-0.017,1.012
2026/05/14 10:30:49.152,0.034,-0.075,0.922
2026/05/14 10:30:49.171,-0.014,-0.032,0.956
2026/05/14 10:30:49.191,-0.05,-0.047,0.956
2026/05/14 10:30:49.210,-0.028,-0.031,0.997
2026/05/14 10:30:49.229,-0.002,-0.027,0.979
2026/05/14 10:30:49.248,0.003,0.011,0.956
2026/05/14 10:30:49.268,0.012,0.01,1.0
2026/05/14 10:30:49.287,0.024,0.006,0.993
2026/05/14 10:30:49.306,0.04,0.003,1.015
2026/05/14 10:30:49.325,0.045,0.009,1.001
2026/05/14 10:30:49.345,0.036,0.019,0.96
2026/05/14 10:30:49.364,0.025,0.037,1.003
2026/05/14 10:30:49.384,0.015,0.027,1.014
2026/05/14 10:30:49.403,0.004,0.007,1.0
2026/05/14 10:30:49.423,0.005,-0.018,1.022
2026/05/14 10:30:49.443,0.007,-0.026,0.995
2026/05/14 10:30:49.463,0.014,-0.034,1.01
2026/05/14 10:30:49.482,0.017,-0.037,1.008
2026/05/14 10:30:49.502,0.013,-0.032,0.995
2026/05/14 10:30:49.522,0.006,-0.019,1.004
2026/05/14 10:30:49.542,0.004,-0.005,1.001
2026/05/14 10:30:49.561,0.01,0.003,1.004
2026/05/14 10:30:49.581,0.018,0.016,0.998
2026/05/14 10:30:49.601,0.025,0.023,0.992
2026/05/14 10:30:49.621,0.03,0.017,1.002
2026/05/14 10:30:49.640,0.025,0.012,1.004
2026/05/14 10:30:49.660,0.022,0.007,0.995
2026/05/14 10:30:49.680,0.016,0.003,0.998
2026/05/14 10:30:49.700,0.01,-0.001,0.996
2026/05/14 10:30:49.719,0.009,-0.008,0.998
2026/05/14 10:30:49.739,0.007,-0.014,0.998
2026/05/14 10:30:49.759,0.008,-0.021,0.99
2026/05/14 10:30:49.779,0.005,-0.024,0.999
2026/05/14 10:30:49.798,0.012,-0.023,0.998
2026/05/14 10:30:49.818,0.016,-0.007,0.994
2026/05/14 10:30:49.838,0.019,0.006,0.997
2026/05/14 10:30:49.858,0.025,0.017,1.0
2026/05/14 10:30:49.877,0.027,0.015,1.001
2026/05/14 10:30:49.897,0.022,0.007,0.996
2026/05/14 10:30:49.917,0.019,0.007,0.991
2026/05/14 10:30:49.937,0.016,0.007,0.997
2026/05/14 10:30:49.956,0.014,0.004,0.999
2026/05/14 10:30:49.976,0.015,-0.006,0.997
2026/05/14 10:30:49.996,0.015,-0.015,0.999
2026/05/14 10:30:50.016,0.012,-0.023,1.0
2026/05/14 10:30:50.036,0.008,-0.024,0.998
2026/05/14 10:30:50.055,0.01,-0.016,1.001
2026/05/14 10:30:50.075,0.009,-0.006,0.997
2026/05/14 10:30:50.095,0.013,0.002,0.999
2026/05/14 10:30:50.115,0.02,0.007,1.0
2026/05/14 10:30:50.134,0.024,0.003,1.001
2026/05/14 10:30:50.154,0.022,0.007,0.996
2026/05/14 10:30:50.174,0.025,0.005,0.997
2026/05/14 10:30:50.194,0.022,0.001,0.997
2026/05/14 10:30:50.213,0.017,0.002,1.001
2026/05/14 10:30:50.233,0.007,-0.002,0.997
2026/05/14 10:30:50.253,0.008,-0.012,0.999
2026/05/14 10:30:50.273,0.008,-0.014,1.002
2026/05/14 10:30:50.292,0.011,-0.022,0.997
2026/05/14 10:30:50.312,0.012,-0.013,0.998
2026/05/14 10:30:50.332,0.017,-0.007,1.002
2026/05/14 10:30:50.352,0.016,-0.001,0.998
2026/05/14 10:30:50.371,0.016,0.002,0.995
2026/05/14 10:30:50.391,0.022,0.005,0.997
2026/05/14 10:30:50.411,0.02,0.006,0.994
2026/05/14 10:30:50.431,0.021,0.004,0.996
2026/05/14 10:30:50.450,0.018,0.001,0.998
2026/05/14 10:30:50.470,0.014,-0.003,0.997
2026/05/14 10:30:50.490,0.013,-0.007,0.999
2026/05/14 10:30:50.510,0.008,-0.012,1.0
2026/05/14 10:30:50.529,0.009,-0.015,1.0
2026/05/14 10:30:50.549,0.01,-0.01,0.995
2026/05/14 10:30:50.569,-0.072,0.042,0.853
2026/05/14 10:30:50.589,0.079,-0.042,0.768
2026/05/14 10:30:50.608,0.018,-0.001,1.0
2026/05/14 10:30:50.628,0.035,-0.006,1.019
2026/05/14 10:30:50.648,0.034,0.003,1.031
2026/05/14 10:30:50.668,0.02,0.003,0.992
2026/05/14 10:30:50.687,0.017,-0.001,1.016
2026/05/14 10:30:50.707,-0.003,0.001,0.991
2026/05/14 10:30:50.727,0.005,-0.001,1.0
2026/05/14 10:30:50.747,0.003,0.001,0.958
2026/05/14 10:30:50.767,0.016,-0.028,1.1
2026/05/14 10:30:50.786,0.049,-0.005,1.079
2026/05/14 10:30:50.806,0.024,-0.018,1.022
2026/05/14 10:30:50.826,-0.018,-0.015,0.747
2026/05/14 10:30:50.846,-0.134,0.083,1.103
2026/05/14 10:30:50.865,0.016,-0.007,0.968
2026/05/14 10:30:50.885,0.017,0.027,1.017
2026/05/14 10:30:50.905,0.028,-0.002,1.012
2026/05/14 10:30:50.925,0.023,-0.004,0.999
2026/05/14 10:30:50.944,0.016,-0.004,0.979
2026/05/14 10:30:50.964,0.013,-0.009,0.994
2026/05/14 10:30:50.984,0.015,-0.005,0.999
2026/05/14 10:30:51.004,0.014,-0.011,0.992
2026/05/14 10:30:51.023,0.007,-0.013,0.994
2026/05/14 10:30:51.043,0.01,-0.015,0.999
2026/05/14 10:30:51.063,0.01,-0.01,1.006
2026/05/14 10:30:51.083,0.002,0.003,0.98
2026/05/14 10:30:51.102,0.027,0.005,0.996
2026/05/14 10:30:51.122,0.021,0.007,1.005
2026/05/14 10:30:51.142,0.032,0.011,1.008
2026/05/14 10:30:51.162,0.008,0.001,0.98
2026/05/14 10:30:51.181,0.012,0.001,1.002
2026/05/14 10:30:51.201,0.03,0.01,0.979
2026/05/14 10:30:51.221,0.006,0.0,0.995
2026/05/14 10:30:51.241,0.016,-0.009,0.996
2026/05/14 10:30:51.260,0.012,-0.009,0.991
2026/05/14 10:30:51.280,0.015,-0.012,0.998
2026/05/14 10:30:51.300,0.013,-0.007,0.994
2026/05/14 10:30:51.320,0.012,-0.008,0.954
2026/05/14 10:30:51.339,0.011,0.002,0.996
2026/05/14 10:30:51.359,0.015,-0.005,1.002
2026/05/14 10:30:51.379,0.016,-0.002,0.998
2026/05/14 10:30:51.399,0.018,0.002,0.992
2026/05/14 10:30:51.418,0.02,0.001,0.999
2026/05/14 10:30:51.438,0.019,-0.001,0.995
2026/05/14 10:30:51.458,0.018,0.003,0.997
2026/05/14 10:30:51.478,0.014,0.001,1.0
2026/05/14 10:30:51.498,0.01,-0.006,1.001
2026/05/14 10:30:51.517,0.008,-0.008,1.002
2026/05/14 10:30:51.537,0.014,-0.008,1.001
2026/05/14 10:30:51.557,0.015,-0.008,1.002
2026/05/14 10:30:51.577,0.017,-0.007,1.005
2026/05/14 10:30:51.596,0.016,-0.005,1.0
2026/05/14 10:30:51.616,0.016,-0.002,1.0
2026/05/14 10:30:51.636,0.016,0.001,0.999
2026/05/14 10:30:51.656,0.013,0.001,0.997
2026/05/14 10:30:51.675,0.016,0.005,1.001
2026/05/14 10:30:51.695,0.022,-0.002,0.989
2026/05/14 10:30:51.715,0.008,0.003,0.982
2026/05/14 10:30:51.735,0.019,-0.012,0.985
2026/05/14 10:30:51.754,0.014,-0.011,0.994
2026/05/14 10:30:51.774,0.016,-0.008,0.999
2026/05/14 10:30:51.794,0.013,-0.009,0.996
2026/05/14 10:30:51.814,-0.004,0.031,0.968
2026/05/14 10:30:51.833,0.04,-0.005,1.02
2026/05/14 10:30:51.853,0.001,0.002,0.986
2026/05/14 10:30:51.873,-0.009,0.014,0.997
2026/05/14 10:30:51.893,0.027,-0.007,1.018
2026/05/14 10:30:51.912,0.017,-0.005,0.979
2026/05/14 10:30:51.932,0.013,0.013,1.003
2026/05/14 10:30:51.952,0.012,0.001,1.017
2026/05/14 10:30:51.972,-0.002,-0.009,1.014
2026/05/14 10:30:51.991,-0.005,0.002,0.985
2026/05/14 10:30:52.011,0.037,-0.013,0.986
2026/05/14 10:30:52.031,-0.007,0.033,0.969
2026/05/14 10:30:52.051,0.02,0.008,0.984
2026/05/14 10:30:52.070,0.009,0.004,0.986
2026/05/14 10:30:52.090,0.016,0.002,1.004
2026/05/14 10:30:52.110,0.017,-0.001,0.996
2026/05/14 10:30:52.130,0.018,0.0,0.997
2026/05/14 10:30:52.149,0.017,-0.001,1.01
2026/05/14 10:30:52.169,0.022,0.005,0.99
2026/05/14 10:30:52.189,0.053,-0.036,1.097
2026/05/14 10:30:52.209,0.003,-0.037,0.948
2026/05/14 10:30:52.229,0.012,0.022,1.024
2026/05/14 10:30:52.248,0.031,-0.027,1.019
2026/05/14 10:30:52.268,0.031,-0.038,1.01
2026/05/14 10:30:52.288,0.002,0.012,0.975
2026/05/14 10:30:52.308,-0.024,-0.224,0.918
2026/05/14 10:30:52.327,0.034,0.002,1.02
2026/05/14 10:30:52.347,0.012,-0.002,1.016
2026/05/14 10:30:52.367,0.017,0.004,1.007
2026/05/14 10:30:52.387,0.012,0.006,1.022
2026/05/14 10:30:52.406,0.044,-0.038,1.07
2026/05/14 10:30:52.426,0.005,-0.06,1.214
2026/05/14 10:30:52.446,0.008,0.027,1.021
2026/05/14 10:30:52.466,0.008,0.0,0.975
2026/05/14 10:30:52.485,-0.006,0.001,0.977
2026/05/14 10:30:52.505,0.01,-0.007,0.975
2026/05/14 10:30:52.525,0.02,-0.011,0.967
2026/05/14 10:30:52.545,-0.33,0.288,1.271
2026/05/14 10:30:52.564,0.028,-0.035,1.054
2026/05/14 10:30:52.584,0.004,0.003,0.989
2026/05/14 10:30:52.604,0.023,-0.003,0.993
2026/05/14 10:30:52.624,0.017,0.007,0.997
2026/05/14 10:30:52.643,0.019,0.008,0.99
2026/05/14 10:30:52.663,0.019,0.006,0.999
2026/05/14 10:30:52.683,0.021,0.008,0.994
2026/05/14 10:30:52.703,0.023,0.0,1.004
2026/05/14 10:30:52.722,0.019,-0.009,0.994
2026/05/14 10:30:52.742,0.013,-0.017,0.997
2026/05/14 10:30:52.762,0.006,-0.017,0.998
2026/05/14 10:30:52.782,0.009,-0.019,1.0
2026/05/14 10:30:52.801,0.01,-0.01,1.004
2026/05/14 10:30:52.821,0.012,-0.006,0.996
2026/05/14 10:30:52.841,0.019,-0.004,0.996
2026/05/14 10:30:52.861,0.021,0.005,1.0
2026/05/14 10:30:52.880,0.024,0.005,0.999
2026/05/14 10:30:52.900,0.025,0.003,1.001
2026/05/14 10:30:52.920,0.019,0.007,1.003
2026/05/14 10:30:52.940,0.016,0.001,1.0
2026/05/14 10:30:52.960,0.011,0.001,0.998
2026/05/14 10:30:52.979,0.014,-0.008,0.992
2026/05/14 10:30:52.999,0.008,-0.014,1.003
2026/05/14 10:30:53.019,0.018,-0.018,0.969
2026/05/14 10:30:53.039,0.005,-0.003,0.997
2026/05/14 10:30:53.058,0.127,-0.051,0.998
2026/05/14 10:30:53.078,0.015,0.009,1.004
2026/05/14 10:30:53.098,0.012,0.002,0.998
2026/05/14 10:30:53.118,0.032,0.003,0.993
2026/05/14 10:30:53.137,0.012,0.006,0.998
2026/05/14 10:30:53.157,0.028,0.003,0.998
2026/05/14 10:30:53.177,0.022,0.0,0.992
2026/05/14 10:30:53.197,0.007,0.037,1.059
2026/05/14 10:30:53.216,0.004,-0.004,1.018
2026/05/14 10:30:53.236,-0.005,-0.007,1.041
2026/05/14 10:30:53.256,-0.036,0.024,1.039
2026/05/14 10:30:53.276,0.389,0.06,1.223
2026/05/14 10:30:53.295,-0.169,-0.027,0.634
2026/05/14 10:30:53.315,-0.08,-0.013,0.481
2026/05/14 10:30:53.335,0.039,0.013,0.905
2026/05/14 10:30:53.355,0.026,0.001,1.002
2026/05/14 10:30:53.374,0.014,0.005,1.088
2026/05/14 10:30:53.394,0.036,0.004,1.012
2026/05/14 10:30:53.414,0.03,-0.015,1.046
2026/05/14 10:30:53.434,0.038,0.009,1.053
2026/05/14 10:30:53.453,0.02,-0.033,1.028
2026/05/14 10:30:53.473,0.019,0.02,1.048
2026/05/14 10:30:53.493,0.055,-0.034,1.037
2026/05/14 10:30:53.513,0.008,0.0,1.022
2026/05/14 10:30:53.532,-0.057,-0.031,1.054
2026/05/14 10:30:53.552,0.054,0.016,1.111
2026/05/14 10:30:53.572,0.016,-0.024,1.003
2026/05/14 10:30:53.592,0.042,0.023,0.977
2026/05/14 10:30:53.612,0.047,-0.038,1.028
2026/05/14 10:30:53.631,0.013,0.016,1.007
2026/05/14 10:30:53.651,0.015,-0.007,1.0
2026/05/14 10:30:53.671,0.017,0.0,1.003
2026/05/14 10:30:53.691,0.02,-0.003,0.994
2026/05/14 10:30:53.710,0.015,-0.003,1.0
2026/05/14 10:30:53.730,0.015,-0.004,1.001
2026/05/14 10:30:53.750,0.011,-0.006,0.999
2026/05/14 10:30:53.770,0.015,-0.008,0.993
2026/05/14 10:30:53.789,0.015,-0.003,1.0
2026/05/14 10:30:53.809,0.016,-0.001,0.997
2026/05/14 10:30:53.829,0.02,0.001,0.994
2026/05/14 10:30:53.849,0.017,-0.001,0.997
2026/05/14 10:30:53.868,0.019,0.002,1.001
2026/05/14 10:30:53.888,0.017,-0.001,1.003
2026/05/14 10:30:53.908,0.018,-0.004,0.996
2026/05/14 10:30:53.928,0.014,-0.004,0.995
2026/05/14 10:30:53.947,0.015,-0.006,0.999
2026/05/14 10:30:53.967,0.012,-0.004,0.998
2026/05/14 10:30:53.987,0.012,-0.003,0.985
2026/05/14 10:30:54.007,0.009,-0.004,1.001
2026/05/14 10:30:54.026,-0.054,0.118,0.897
2026/05/14 10:30:54.046,0.043,-0.003,1.157
2026/05/14 10:30:54.066,0.031,-0.024,0.99
2026/05/14 10:30:54.086,0.033,-0.027,0.977
2026/05/14 10:30:54.105,0.015,0.0,0.986
2026/05/14 10:30:54.125,0.004,-0.002,0.997
2026/05/14 10:30:54.145,-0.001,0.006,0.981
2026/05/14 10:30:54.165,-0.005,0.006,0.989
2026/05/14 10:30:54.184,0.007,0.002,1.002
2026/05/14 10:30:54.204,0.019,-0.002,1.001
2026/05/14 10:30:54.224,0.033,-0.006,0.994
2026/05/14 10:30:54.244,0.031,-0.01,0.993
2026/05/14 10:30:54.264,0.026,-0.003,0.994
2026/05/14 10:30:54.283,0.015,-0.007,0.995
2026/05/14 10:30:54.303,0.024,-0.02,1.183
2026/05/14 10:30:54.323,0.016,-0.037,0.986
2026/05/14 10:30:54.343,0.002,0.009,0.994
2026/05/14 10:30:54.362,0.015,-0.004,0.993
2026/05/14 10:30:54.382,0.02,-0.008,1.007
2026/05/14 10:30:54.402,0.026,-0.01,0.999
2026/05/14 10:30:54.422,0.025,-0.006,1.003
2026/05/14 10:30:54.441,0.022,0.001,1.003
2026/05/14 10:30:54.461,0.014,0.006,0.997
2026/05/14 10:30:54.481,0.01,0.007,0.991
2026/05/14 10:30:54.501,0.01,0.004,0.993
2026/05/14 10:30:54.520,-0.007,0.016,1.146
2026/05/14 10:30:54.540,0.03,-0.035,1.036
2026/05/14 10:30:54.560,0.04,-0.026,0.988
2026/05/14 10:30:54.580,0.007,-0.008,1.018
2026/05/14 10:30:54.599,0.009,-0.013,1.018
2026/05/14 10:30:54.619,0.014,-0.004,0.996
2026/05/14 10:30:54.639,0.009,-0.004,0.99
2026/05/14 10:30:54.659,0.011,-0.001,1.023
2026/05/14 10:30:54.678,0.013,-0.001,1.014
2026/05/14 10:30:54.698,0.026,0.003,0.997
2026/05/14 10:30:54.718,0.026,0.0,0.993
2026/05/14 10:30:54.738,0.025,-0.015,0.762
2026/05/14 10:30:54.757,0.0,-0.023,0.947
2026/05/14 10:30:54.777,-0.011,0.012,1.035
2026/05/14 10:30:54.797,0.007,-0.015,1.065
2026/05/14 10:30:54.817,0.038,-0.004,1.011
2026/05/14 10:30:54.836,0.024,-0.026,1.028
2026/05/14 10:30:54.856,0.141,-0.111,1.135
2026/05/14 10:30:54.876,0.29,-0.038,0.631
2026/05/14 10:30:54.896,0.046,-0.053,1.101
2026/05/14 10:30:54.915,-0.01,-0.017,1.029
2026/05/14 10:30:54.935,-0.048,0.033,1.121
2026/05/14 10:30:54.955,0.013,0.008,1.131
2026/05/14 10:30:54.975,0.101,0.054,1.097
2026/05/14 10:30:54.995,0.15,0.012,0.977
2026/05/14 10:30:55.014,0.122,-0.054,0.955
2026/05/14 10:30:55.034,0.05,0.077,0.909
2026/05/14 10:30:55.054,-0.026,0.037,0.89
2026/05/14 10:30:55.074,-0.042,0.04,0.838
2026/05/14 10:30:55.093,0.023,-0.066,0.838
2026/05/14 10:30:55.113,0.082,0.019,0.955
2026/05/14 10:30:55.133,0.043,0.116,1.026
2026/05/14 10:30:55.153,-0.077,0.103,1.061
2026/05/14 10:30:55.172,0.018,0.11,0.954
2026/05/14 10:30:55.192,-0.132,-0.207,0.619
2026/05/14 10:30:55.212,-0.05,-0.005,0.359
2026/05/14 10:30:55.232,0.311,-0.07,1.343
2026/05/14 10:30:55.251,-0.008,-0.027,1.017
2026/05/14 10:30:55.271,0.03,-0.049,1.211
2026/05/14 10:30:55.291,0.074,-0.007,1.064
2026/05/14 10:30:55.311,0.014,0.012,1.224
2026/05/14 10:30:55.330,0.0,-0.007,1.125
2026/05/14 10:30:55.350,0.021,0.011,1.007
2026/05/14 10:30:55.370,0.072,0.071,0.896
2026/05/14 10:30:55.390,0.094,0.103,0.706
2026/05/14 10:30:55.409,0.052,0.025,0.675
2026/05/14 10:30:55.429,0.05,0.072,0.736
2026/05/14 10:30:55.449,0.07,0.066,0.86
2026/05/14 10:30:55.469,0.104,0.005,1.024
2026/05/14 10:30:55.488,0.005,0.122,0.96
2026/05/14 10:30:55.508,-0.002,-0.01,0.028
2026/05/14 10:30:55.528,-0.12,-0.06,0.577
2026/05/14 10:30:55.548,0.965,-0.772,3.827
2026/05/14 10:30:55.567,0.217,0.239,1.264
2026/05/14 10:30:55.587,-0.135,-0.17,1.254
2026/05/14 10:30:55.607,-0.086,0.137,1.056
2026/05/14 10:30:55.627,0.081,-0.041,1.206
2026/05/14 10:30:55.646,0.16,0.014,0.594
2026/05/14 10:30:55.666,-0.004,0.012,0.795
2026/05/14 10:30:55.686,0.086,0.133,0.767
2026/05/14 10:30:55.706,0.014,0.23,0.863
2026/05/14 10:30:55.726,0.177,0.102,0.724
2026/05/14 10:30:55.745,0.138,0.005,0.668
2026/05/14 10:30:55.765,0.057,0.035,0.887
2026/05/14 10:30:55.785,-0.008,-0.011,-0.015
2026/05/14 10:30:55.805,-1.274,0.583,2.561
2026/05/14 10:30:55.824,-0.164,0.155,1.025
2026/05/14 10:30:55.844,0.13,-0.312,1.228
2026/05/14 10:30:55.864,0.114,-0.06,1.225
2026/05/14 10:30:55.884,0.133,0.011,0.84
2026/05/14 10:30:55.903,0.078,-0.151,1.504
2026/05/14 10:30:55.923,-0.139,-0.064,1.052
2026/05/14 10:30:55.943,0.001,-0.062,0.955
2026/05/14 10:30:55.963,0.027,0.101,0.705
2026/05/14 10:30:55.982,0.096,0.05,0.526
2026/05/14 10:30:56.002,0.067,0.056,0.608
2026/05/14 10:30:56.022,0.157,0.079,0.663
2026/05/14 10:30:56.042,0.125,0.026,0.985
2026/05/14 10:30:56.061,0.143,0.054,0.914
2026/05/14 10:30:56.081,-4.125,2.684,0.218
2026/05/14 10:30:56.101,-0.01,-0.032,0.014
2026/05/14 10:30:56.121,0.02,-0.148,0.057
2026/05/14 10:30:56.140,-0.491,-1.713,7.367
2026/05/14 10:30:56.160,-0.091,-0.03,0.23
2026/05/14 10:30:56.180,-0.006,-0.088,0.22
2026/05/14 10:30:56.200,0.386,0.268,1.047
2026/05/14 10:30:56.219,0.047,-0.136,1.144
2026/05/14 10:30:56.239,0.095,-0.065,0.917
2026/05/14 10:30:56.259,0.077,-0.012,0.667
2026/05/14 10:30:56.279,0.073,0.039,0.756
2026/05/14 10:30:56.298,0.14,0.116,0.706
2026/05/14 10:30:56.318,0.165,0.037,0.741
2026/05/14 10:30:56.338,0.07,0.025,0.758
2026/05/14 10:30:56.358,-1.814,0.281,7.41
2026/05/14 10:30:56.377,-0.009,-0.017,0.01
2026/05/14 10:30:56.397,0.001,-0.067,0.018
2026/05/14 10:30:56.417,-0.41,-0.527,2.719
2026/05/14 10:30:56.437,0.091,-0.163,0.743
2026/05/14 10:30:56.456,0.03,-0.024,0.772
2026/05/14 10:30:56.476,0.189,-0.349,1.622
2026/05/14 10:30:56.496,-0.067,-0.234,1.055
2026/05/14 10:30:56.516,0.285,0.025,0.753
2026/05/14 10:30:56.535,0.114,0.157,0.675
2026/05/14 10:30:56.555,-0.005,-0.013,0.835
2026/05/14 10:30:56.575,0.082,0.029,0.833
2026/05/14 10:30:56.595,0.111,0.17,0.548
2026/05/14 10:30:56.614,0.085,0.017,0.967
2026/05/14 10:30:56.634,-0.031,-0.036,0.009
2026/05/14 10:30:56.654,-0.129,0.299,0.382
2026/05/14 10:30:56.674,-0.006,-0.021,0.029
2026/05/14 10:30:56.694,-0.279,-0.252,0.318
2026/05/14 10:30:56.713,-0.1,0.474,0.844
2026/05/14 10:30:56.733,-0.249,0.246,0.451
2026/05/14 10:30:56.753,-0.023,-0.021,1.107
2026/05/14 10:30:56.773,0.086,-0.068,1.084
2026/05/14 10:30:56.792,-0.001,-0.024,1.048
2026/05/14 10:30:56.812,-0.036,0.07,0.828
2026/05/14 10:30:56.832,0.048,0.075,0.919
2026/05/14 10:30:56.852,0.025,0.007,1.03
2026/05/14 10:30:56.871,0.04,0.002,0.995
2026/05/14 10:30:56.891,0.031,-0.006,0.976
2026/05/14 10:30:56.911,0.011,-0.002,1.01
2026/05/14 10:30:56.931,-0.006,0.012,0.983
2026/05/14 10:30:56.950,-0.013,0.028,0.992
2026/05/14 10:30:56.970,-0.005,-0.021,1.026
2026/05/14 10:30:56.990,-0.01,-0.042,1.021
