Timestamp,ACC X,ACC Y,ACC Z
2026/05/14 10:31:12.972,-0.001,-0.016,0.996
2026/05/14 10:31:12.992,0.01,-0.009,1.002
2026/05/14 10:31:13.012,0.015,-0.007,0.997
2026/05/14 10:31:13.031,0.011,-0.004,0.998
2026/05/14 10:31:13.051,0.008,-0.005,0.996
2026/05/14 10:31:13.071,0.004,-0.009,0.999
2026/05/14 10:31:13.091,0.004,-0.01,1.0
2026/05/14 10:31:13.110,0.001,-0.014,0.994
2026/05/14 10:31:13.130,-0.002,-0.019,1.002
2026/05/14 10:31:13.150,-0.004,-0.021,1.005
2026/05/14 10:31:13.170,0.004,-0.022,0.997
2026/05/14 10:31:13.189,-0.001,-0.025,1.0
2026/05/14 10:31:13.209,-0.005,-0.02,0.993
2026/05/14 10:31:13.229,-0.003,-0.015,1.0
2026/05/14 10:31:13.249,-0.003,-0.017,1.002
2026/05/14 10:31:13.269,0.005,-0.015,0.999
2026/05/14 10:31:13.288,0.005,-0.01,0.995
2026/05/14 10:31:13.308,0.009,-0.004,0.996
2026/05/14 10:31:13.328,0.013,-0.005,0.998
2026/05/14 10:31:13.348,0.007,-0.006,1.0
2026/05/14 10:31:13.367,0.001,-0.012,1.002
2026/05/14 10:31:13.387,0.002,-0.01,0.998
2026/05/14 10:31:13.407,0.0,-0.016,0.998
2026/05/14 10:31:13.427,-0.004,-0.021,1.002
2026/05/14 10:31:13.446,-0.003,-0.026,0.999
2026/05/14 10:31:13.466,-0.003,-0.023,1.002
2026/05/14 10:31:13.486,-0.002,-0.022,0.999
2026/05/14 10:31:13.506,0.002,-0.014,0.998
2026/05/14 10:31:13.525,0.0,-0.019,1.0
2026/05/14 10:31:13.545,0.0,-0.016,0.999
2026/05/14 10:31:13.565,0.004,-0.011,0.998
2026/05/14 10:31:13.585,0.006,-0.009,0.999
2026/05/14 10:31:13.604,0.009,-0.006,0.998
2026/05/14 10:31:13.624,0.007,-0.008,0.999
2026/05/14 10:31:13.644,0.001,-0.01,0.999
2026/05/14 10:31:13.664,0.0,-0.014,0.998
2026/05/14 10:31:13.683,0.001,-0.017,1.002
2026/05/14 10:31:13.703,0.0,-0.014,1.0
2026/05/14 10:31:13.723,-0.001,-0.022,0.997
2026/05/14 10:31:13.743,0.0,-0.018,1.0
2026/05/14 10:31:13.762,-0.001,-0.02,1.004
2026/05/14 10:31:13.782,0.001,-0.021,0.998
2026/05/14 10:31:13.802,-0.001,-0.014,1.001
2026/05/14 10:31:13.822,0.0,-0.015,1.002
2026/05/14 10:31:13.841,0.002,-0.011,0.995
2026/05/14 10:31:13.861,0.005,-0.014,0.994
2026/05/14 10:31:13.881,0.007,-0.012,0.996
2026/05/14 10:31:13.901,0.006,-0.006,1.003
2026/05/14 10:31:13.920,0.009,-0.008,0.998
2026/05/14 10:31:13.940,0.0,-0.01,1.0
2026/05/14 10:31:13.960,-0.001,-0.013,1.001
2026/05/14 10:31:13.980,-0.002,-0.016,1.0
2026/05/14 10:31:13.999,-0.001,-0.015,1.0
2026/05/14 10:31:14.019,-0.001,-0.018,0.995
2026/05/14 10:31:14.039,0.001,-0.018,1.004
2026/05/14 10:31:14.059,0.001,-0.02,0.999
2026/05/14 10:31:14.079,-0.001,-0.011,0.999
2026/05/14 10:31:14.098,0.0,-0.013,1.0
2026/05/14 10:31:14.118,0.0,-0.016,0.996
2026/05/14 10:31:14.138,0.002,-0.012,0.997
2026/05/14 10:31:14.158,0.006,-0.01,0.996
2026/05/14 10:31:14.177,0.002,-0.015,1.001
2026/05/14 10:31:14.197,0.002,-0.012,0.996
2026/05/14 10:31:14.217,0.0,-0.01,0.996
2026/05/14 10:31:14.237,-0.005,-0.013,0.997
2026/05/14 10:31:14.256,-0.001,-0.014,0.998
2026/05/14 10:31:14.276,-0.001,-0.018,0.999
2026/05/14 10:31:14.296,0.0,-0.019,0.995
2026/05/14 10:31:14.316,0.0,-0.015,0.998
2026/05/14 10:31:14.335,0.001,-0.014,0.995
2026/05/14 10:31:14.355,-0.002,-0.017,1.0
2026/05/14 10:31:14.375,0.0,-0.015,1.0
2026/05/14 10:31:14.395,0.003,-0.015,0.993
2026/05/14 10:31:14.414,0.001,-0.01,0.999
2026/05/14 10:31:14.434,0.004,-0.01,1.0
2026/05/14 10:31:14.454,0.005,-0.009,0.998
2026/05/14 10:31:14.474,0.002,-0.012,0.997
2026/05/14 10:31:14.493,0.003,-0.013,0.999
2026/05/14 10:31:14.513,0.002,-0.014,0.999
2026/05/14 10:31:14.533,-0.001,-0.018,0.997
2026/05/14 10:31:14.553,-0.002,-0.014,0.996
2026/05/14 10:31:14.572,0.002,-0.02,0.996
2026/05/14 10:31:14.592,-0.004,-0.018,1.0
2026/05/14 10:31:14.612,0.001,-0.02,0.999
2026/05/14 10:31:14.632,-0.003,-0.016,0.998
2026/05/14 10:31:14.651,0.003,-0.011,0.999
2026/05/14 10:31:14.671,0.003,-0.014,0.999
2026/05/14 10:31:14.691,0.001,-0.013,0.999
2026/05/14 10:31:14.711,0.007,-0.011,0.999
2026/05/14 10:31:14.730,0.005,-0.013,0.996
2026/05/14 10:31:14.750,0.005,-0.011,1.002
2026/05/14 10:31:14.770,-0.003,-0.011,0.998
2026/05/14 10:31:14.790,-0.001,-0.013,0.998
2026/05/14 10:31:14.809,0.003,-0.013,0.998
2026/05/14 10:31:14.829,0.0,-0.014,0.998
2026/05/14 10:31:14.849,0.003,-0.019,1.0
2026/05/14 10:31:14.869,0.004,-0.018,1.0
2026/05/14 10:31:14.888,0.002,-0.02,0.999
2026/05/14 10:31:14.908,-0.001,-0.017,0.995
2026/05/14 10:31:14.928,-0.001,-0.016,1.002
2026/05/14 10:31:14.948,-0.001,-0.015,1.002
2026/05/14 10:31:14.968,0.0,-0.01,1.001
2026/05/14 10:31:14.987,-0.001,-0.015,1.003
2026/05/14 10:31:15.007,-0.001,-0.012,0.998
2026/05/14 10:31:15.027,0.005,-0.018,1.0
2026/05/14 10:31:15.047,0.004,-0.016,1.0
2026/05/14 10:31:15.066,0.002,-0.015,0.996
2026/05/14 10:31:15.086,0.001,-0.014,0.999
2026/05/14 10:31:15.106,-0.002,-0.021,0.998
2026/05/14 10:31:15.126,0.001,-0.016,1.002
2026/05/14 10:31:15.145,0.0,-0.018,0.998
2026/05/14 10:31:15.165,0.004,-0.016,0.999
2026/05/14 10:31:15.185,0.003,-0.015,1.0
2026/05/14 10:31:15.205,-0.003,-0.017,0.997
2026/05/14 10:31:15.224,0.0,-0.012,1.0
2026/05/14 10:31:15.244,0.003,-0.012,0.997
2026/05/14 10:31:15.264,0.002,-0.014,0.998
2026/05/14 10:31:15.284,0.004,-0.012,1.0
2026/05/14 10:31:15.303,-0.002,-0.012,0.994
2026/05/14 10:31:15.323,0.002,-0.013,0.998
2026/05/14 10:31:15.343,0.001,-0.014,0.999
2026/05/14 10:31:15.363,0.003,-0.015,1.0
2026/05/14 10:31:15.382,0.0,-0.015,0.999
2026/05/14 10:31:15.402,0.003,-0.02,1.001
2026/05/14 10:31:15.422,0.001,-0.019,0.999
2026/05/14 10:31:15.442,0.003,-0.017,0.994
2026/05/14 10:31:15.461,-0.001,-0.016,0.997
2026/05/14 10:31:15.481,0.003,-0.018,1.0
2026/05/14 10:31:15.501,0.0,-0.013,0.997
2026/05/14 10:31:15.521,0.004,-0.012,0.999
2026/05/14 10:31:15.540,0.0,-0.015,0.999
2026/05/14 10:31:15.560,0.002,-0.013,0.997
2026/05/14 10:31:15.580,0.004,-0.016,0.999
2026/05/14 10:31:15.600,0.001,-0.014,0.995
2026/05/14 10:31:15.619,0.003,-0.016,0.996
2026/05/14 10:31:15.639,0.001,-0.016,0.998
2026/05/14 10:31:15.659,0.0,-0.016,0.997
2026/05/14 10:31:15.679,0.001,-0.015,1.005
2026/05/14 10:31:15.698,0.005,-0.015,1.0
2026/05/14 10:31:15.718,0.002,-0.019,0.997
2026/05/14 10:31:15.738,-0.001,-0.013,0.998
2026/05/14 10:31:15.758,0.001,-0.018,0.997
2026/05/14 10:31:15.778,0.004,-0.015,0.999
2026/05/14 10:31:15.797,0.003,-0.014,0.998
2026/05/14 10:31:15.817,0.004,-0.014,0.999
2026/05/14 10:31:15.837,0.003,-0.012,1.0
2026/05/14 10:31:15.857,0.001,-0.01,0.997
2026/05/14 10:31:15.876,0.004,-0.01,0.995
2026/05/14 10:31:15.896,0.002,-0.012,1.002
2026/05/14 10:31:15.916,0.001,-0.014,0.997
2026/05/14 10:31:15.936,0.001,-0.014,0.999
2026/05/14 10:31:15.955,0.001,-0.017,0.996
2026/05/14 10:31:15.975,0.001,-0.014,0.998
2026/05/14 10:31:15.995,-0.002,-0.014,1.002
2026/05/14 10:31:16.015,0.001,-0.015,0.997
2026/05/14 10:31:16.034,0.0,-0.013,0.997
2026/05/14 10:31:16.054,0.001,-0.016,0.996
2026/05/14 10:31:16.074,0.001,-0.014,0.999
2026/05/14 10:31:16.094,0.003,-0.015,0.999
2026/05/14 10:31:16.113,0.001,-0.017,1.002
2026/05/14 10:31:16.133,0.005,-0.015,1.002
2026/05/14 10:31:16.153,-0.001,-0.013,0.998
2026/05/14 10:31:16.173,0.001,-0.013,1.001
2026/05/14 10:31:16.192,0.003,-0.016,1.001
2026/05/14 10:31:16.212,0.002,-0.014,0.996
2026/05/14 10:31:16.232,0.003,-0.016,0.998
2026/05/14 10:31:16.252,0.0,-0.014,0.997
2026/05/14 10:31:16.271,-0.001,-0.012,0.996
2026/05/14 10:31:16.291,0.001,-0.013,0.998
2026/05/14 10:31:16.311,0.003,-0.01,0.998
2026/05/14 10:31:16.331,0.0,-0.015,0.997
2026/05/14 10:31:16.350,0.002,-0.013,0.994
2026/05/14 10:31:16.370,0.0,-0.015,0.992
2026/05/14 10:31:16.390,0.003,-0.012,1.0
2026/05/14 10:31:16.410,0.0,-0.015,0.998
2026/05/14 10:31:16.429,0.003,-0.011,0.999
2026/05/14 10:31:16.449,-0.001,-0.015,0.998
2026/05/14 10:31:16.469,-0.001,-0.016,0.997
2026/05/14 10:31:16.489,0.002,-0.015,1.0
2026/05/14 10:31:16.509,0.003,-0.013,1.001
2026/05/14 10:31:16.528,-0.001,-0.014,0.993
2026/05/14 10:31:16.548,0.0,-0.015,0.999
2026/05/14 10:31:16.568,0.004,-0.016,0.998
2026/05/14 10:31:16.588,0.006,-0.011,0.995
2026/05/14 10:31:16.607,0.004,-0.019,1.001
2026/05/14 10:31:16.627,0.001,-0.017,0.998
2026/05/14 10:31:16.647,0.003,-0.018,0.998
2026/05/14 10:31:16.667,0.003,-0.017,0.998
2026/05/14 10:31:16.686,0.003,-0.014,1.002
2026/05/14 10:31:16.706,0.001,-0.013,0.999
2026/05/14 10:31:16.726,-0.001,-0.013,1.0
2026/05/14 10:31:16.746,-0.005,-0.014,1.001
2026/05/14 10:31:16.765,0.001,-0.018,0.996
2026/05/14 10:31:16.785,0.0,-0.016,0.995
2026/05/14 10:31:16.805,0.003,-0.015,0.997
2026/05/14 10:31:16.825,0.001,-0.016,0.998
2026/05/14 10:31:16.844,0.004,-0.017,1.003
2026/05/14 10:31:16.864,0.0,-0.014,1.0
2026/05/14 10:31:16.884,0.005,-0.015,0.999
2026/05/14 10:31:16.904,0.004,-0.013,0.999
2026/05/14 10:31:16.923,0.001,-0.009,1.0
2026/05/14 10:31:16.943,0.002,-0.013,0.996
2026/05/14 10:31:16.963,-0.001,-0.018,0.998
2026/05/14 10:31:16.983,0.001,-0.012,0.998
2026/05/14 10:31:17.002,0.001,-0.016,0.998
2026/05/14 10:31:17.022,0.002,-0.014,1.001
2026/05/14 10:31:17.042,0.003,-0.016,0.996
2026/05/14 10:31:17.062,0.001,-0.012,1.0
2026/05/14 10:31:17.081,0.002,-0.017,0.998
2026/05/14 10:31:17.101,0.003,-0.014,0.996
2026/05/14 10:31:17.121,-0.002,-0.016,0.998
2026/05/14 10:31:17.141,-0.001,-0.016,0.997
2026/05/14 10:31:17.160,0.0,-0.015,0.998
2026/05/14 10:31:17.180,0.001,-0.017,0.998
2026/05/14 10:31:17.200,-0.001,-0.012,0.999
2026/05/14 10:31:17.220,0.004,-0.017,1.0
2026/05/14 10:31:17.239,-0.002,-0.015,0.999
2026/05/14 10:31:17.259,0.001,-0.016,0.997
2026/05/14 10:31:17.279,0.002,-0.015,0.999
2026/05/14 10:31:17.299,0.001,-0.015,1.002
2026/05/14 10:31:17.319,0.004,-0.017,0.999
2026/05/14 10:31:17.338,0.003,-0.018,0.995
2026/05/14 10:31:17.358,0.005,-0.015,1.0
2026/05/14 10:31:17.378,-0.001,-0.015,0.995
2026/05/14 10:31:17.398,-0.003,-0.011,0.998
2026/05/14 10:31:17.417,0.006,-0.011,0.996
2026/05/14 10:31:17.437,0.004,-0.015,0.998
2026/05/14 10:31:17.457,0.001,-0.016,0.998
2026/05/14 10:31:17.477,0.0,-0.013,0.999
2026/05/14 10:31:17.496,-0.002,-0.013,0.999
2026/05/14 10:31:17.516,0.0,-0.015,0.999
2026/05/14 10:31:17.536,0.001,-0.015,0.998
2026/05/14 10:31:17.556,0.002,-0.016,0.995
2026/05/14 10:31:17.575,0.0,-0.012,0.999
2026/05/14 10:31:17.595,0.002,-0.014,1.001
2026/05/14 10:31:17.615,0.004,-0.015,0.997
2026/05/14 10:31:17.635,0.005,-0.011,0.995
2026/05/14 10:31:17.654,0.002,-0.014,0.997
2026/05/14 10:31:17.674,0.002,-0.015,0.998
2026/05/14 10:31:17.694,0.0,-0.014,0.998
2026/05/14 10:31:17.714,0.001,-0.012,0.998
2026/05/14 10:31:17.733,-0.001,-0.012,1.003
2026/05/14 10:31:17.753,0.0,-0.018,0.998
2026/05/14 10:31:17.773,-0.001,-0.015,0.998
2026/05/14 10:31:17.793,0.004,-0.013,0.997
2026/05/14 10:31:17.812,-0.001,-0.018,0.998
2026/05/14 10:31:17.832,0.003,-0.014,0.999
2026/05/14 10:31:17.852,0.001,-0.015,0.996
2026/05/14 10:31:17.872,0.003,-0.017,0.997
2026/05/14 10:31:17.891,-0.002,-0.014,0.998
2026/05/14 10:31:17.911,0.002,-0.013,0.998
2026/05/14 10:31:17.931,0.004,-0.011,0.998
2026/05/14 10:31:17.951,0.004,-0.017,1.001
2026/05/14 10:31:17.970,0.007,-0.011,0.997
2026/05/14 10:31:17.990,0.0,-0.017,1.0
2026/05/14 10:31:18.010,0.001,-0.018,1.002
2026/05/14 10:31:18.030,0.001,-0.012,0.996
2026/05/14 10:31:18.049,0.0,-0.015,0.998
2026/05/14 10:31:18.069,0.0,-0.016,0.995
2026/05/14 10:31:18.089,0.002,-0.014,0.997
2026/05/14 10:31:18.109,0.004,-0.014,0.998
2026/05/14 10:31:18.129,0.003,-0.013,0.998
2026/05/14 10:31:18.148,0.001,-0.019,0.995
2026/05/14 10:31:18.168,0.003,-0.017,1.0
2026/05/14 10:31:18.188,0.006,-0.014,0.999
2026/05/14 10:31:18.208,-0.001,-0.015,0.997
2026/05/14 10:31:18.227,0.0,-0.014,0.997
2026/05/14 10:31:18.247,0.002,-0.015,0.997
2026/05/14 10:31:18.267,0.004,-0.019,1.0
2026/05/14 10:31:18.287,0.001,-0.015,0.999
2026/05/14 10:31:18.306,0.0,-0.013,0.997
2026/05/14 10:31:18.326,0.002,-0.013,0.998
2026/05/14 10:31:18.346,-0.002,-0.015,0.998
2026/05/14 10:31:18.366,0.0,-0.015,0.996
2026/05/14 10:31:18.385,0.001,-0.013,1.0
2026/05/14 10:31:18.405,-0.002,-0.018,0.997
2026/05/14 10:31:18.425,0.0,-0.012,0.998
2026/05/14 10:31:18.445,0.003,-0.01,0.998
2026/05/14 10:31:18.464,0.001,-0.013,1.001
2026/05/14 10:31:18.484,0.001,-0.014,0.997
2026/05/14 10:31:18.504,0.001,-0.013,1.0
2026/05/14 10:31:18.524,0.004,-0.011,0.995
2026/05/14 10:31:18.543,0.003,-0.012,0.999
2026/05/14 10:31:18.563,0.004,-0.014,1.002
2026/05/14 10:31:18.583,0.002,-0.013,0.996
2026/05/14 10:31:18.603,0.001,-0.014,0.995
2026/05/14 10:31:18.622,0.001,-0.014,0.997
2026/05/14 10:31:18.642,-0.002,-0.014,0.999
2026/05/14 10:31:18.662,0.002,-0.019,0.999
2026/05/14 10:31:18.682,-0.001,-0.014,0.994
2026/05/14 10:31:18.701,0.008,-0.016,1.001
2026/05/14 10:31:18.721,-0.001,-0.015,1.0
2026/05/14 10:31:18.741,0.003,-0.012,0.997
2026/05/14 10:31:18.761,0.003,-0.013,0.998
2026/05/14 10:31:18.780,0.0,-0.012,0.997
2026/05/14 10:31:18.800,0.001,-0.014,0.997
2026/05/14 10:31:18.820,0.002,-0.013,0.996
2026/05/14 10:31:18.840,0.006,-0.013,0.998
2026/05/14 10:31:18.859,0.002,-0.014,1.003
2026/05/14 10:31:18.879,-0.001,-0.012,0.999
2026/05/14 10:31:18.899,0.003,-0.015,0.997
2026/05/14 10:31:18.919,0.003,-0.014,0.997
2026/05/14 10:31:18.939,0.006,-0.014,0.997
2026/05/14 10:31:18.958,-0.001,-0.016,1.001
2026/05/14 10:31:18.978,0.003,-0.013,0.998
2026/05/14 10:31:18.998,0.001,-0.016,1.0
2026/05/14 10:31:19.018,0.002,-0.011,0.997
2026/05/14 10:31:19.037,-0.002,-0.015,0.998
2026/05/14 10:31:19.057,0.001,-0.013,1.001
2026/05/14 10:31:19.077,0.0,-0.014,0.999
2026/05/14 10:31:19.097,0.002,-0.017,0.998
2026/05/14 10:31:19.116,0.004,-0.012,0.999
2026/05/14 10:31:19.136,-0.001,-0.015,0.997
2026/05/14 10:31:19.156,-0.001,-0.01,0.997
2026/05/14 10:31:19.176,0.002,-0.012,0.998
2026/05/14 10:31:19.195,0.002,-0.014,0.999
2026/05/14 10:31:19.215,0.0,-0.012,0.999
2026/05/14 10:31:19.235,0.002,-0.015,0.999
2026/05/14 10:31:19.255,-0.001,-0.017,1.006
2026/05/14 10:31:19.274,0.003,-0.011,0.998
2026/05/14 10:31:19.294,-0.001,-0.016,1.0
2026/05/14 10:31:19.314,0.001,-0.017,0.998
2026/05/14 10:31:19.334,0.001,-0.014,1.0
2026/05/14 10:31:19.353,0.0,-0.014,0.998
2026/05/14 10:31:19.373,0.006,-0.012,0.999
2026/05/14 10:31:19.393,0.001,-0.014,0.997
2026/05/14 10:31:19.413,0.002,-0.017,1.001
2026/05/14 10:31:19.432,0.001,-0.013,1.0
2026/05/14 10:31:19.452,-0.003,-0.014,1.0
2026/05/14 10:31:19.472,0.006,-0.015,1.002
2026/05/14 10:31:19.492,0.006,-0.015,0.996
2026/05/14 10:31:19.511,0.001,-0.014,0.999
2026/05/14 10:31:19.531,-0.001,-0.013,0.994
2026/05/14 10:31:19.551,0.0,-0.014,0.996
2026/05/14 10:31:19.571,0.003,-0.013,0.999
2026/05/14 10:31:19.590,-0.001,-0.01,1.0
2026/05/14 10:31:19.610,0.002,-0.016,0.999
2026/05/14 10:31:19.630,0.003,-0.014,0.996
2026/05/14 10:31:19.650,0.002,-0.012,0.998
2026/05/14 10:31:19.669,0.004,-0.014,0.999
2026/05/14 10:31:19.689,0.0,-0.017,0.999
2026/05/14 10:31:19.709,-0.001,-0.016,1.0
2026/05/14 10:31:19.729,0.001,-0.016,0.997
2026/05/14 10:31:19.749,0.001,-0.014,0.999
2026/05/14 10:31:19.768,0.005,-0.017,1.002
2026/05/14 10:31:19.788,0.001,-0.017,0.999
2026/05/14 10:31:19.808,0.003,-0.017,0.999
2026/05/14 10:31:19.828,0.0,-0.015,1.0
2026/05/14 10:31:19.847,0.001,-0.013,0.997
2026/05/14 10:31:19.867,0.006,-0.019,1.001
2026/05/14 10:31:19.887,0.0,-0.013,0.994
2026/05/14 10:31:19.907,-0.001,-0.014,0.998
2026/05/14 10:31:19.926,0.0,-0.01,0.998
2026/05/14 10:31:19.946,0.003,-0.018,0.999
2026/05/14 10:31:19.966,-0.001,-0.016,0.998
2026/05/14 10:31:19.986,0.0,-0.017,0.998
2026/05/14 10:31:20.005,0.0,-0.015,0.996
2026/05/14 10:31:20.025,0.002,-0.017,0.996
2026/05/14 10:31:20.045,0.001,-0.014,0.998
2026/05/14 10:31:20.065,0.002,-0.013,0.998
2026/05/14 10:31:20.084,0.002,-0.015,0.996
2026/05/14 10:31:20.104,-0.001,-0.017,0.999
2026/05/14 10:31:20.124,0.001,-0.014,0.999
2026/05/14 10:31:20.144,0.005,-0.015,0.998
2026/05/14 10:31:20.163,0.0,-0.012,0.999
2026/05/14 10:31:20.183,-0.001,-0.018,0.999
2026/05/14 10:31:20.203,0.001,-0.014,0.995
2026/05/14 10:31:20.223,0.002,-0.015,1.0
2026/05/14 10:31:20.242,0.004,-0.018,1.0
2026/05/14 10:31:20.262,0.0,-0.016,1.001
2026/05/14 10:31:20.282,0.002,-0.015,1.002
2026/05/14 10:31:20.302,0.0,-0.015,0.995
2026/05/14 10:31:20.321,0.005,-0.016,0.996
2026/05/14 10:31:20.341,0.002,-0.015,0.995
2026/05/14 10:31:20.361,0.001,-0.013,0.999
2026/05/14 10:31:20.381,-0.003,-0.011,0.997
2026/05/14 10:31:20.400,0.003,-0.013,0.996
2026/05/14 10:31:20.420,0.003,-0.012,0.998
2026/05/14 10:31:20.440,0.001,-0.016,0.999
2026/05/14 10:31:20.460,0.0,-0.015,0.996
2026/05/14 10:31:20.479,0.001,-0.016,0.999
2026/05/14 10:31:20.499,0.002,-0.014,0.995
2026/05/14 10:31:20.519,0.002,-0.012,1.004
2026/05/14 10:31:20.539,0.0,-0.014,1.001
2026/05/14 10:31:20.558,0.003,-0.014,0.998
2026/05/14 10:31:20.578,0.0,-0.017,0.998
2026/05/14 10:31:20.598,-0.001,-0.016,0.999
2026/05/14 10:31:20.618,0.004,-0.017,1.001
2026/05/14 10:31:20.638,-0.002,-0.01,1.0
2026/05/14 10:31:20.657,0.003,-0.013,0.999
2026/05/14 10:31:20.677,-0.001,-0.017,1.001
2026/05/14 10:31:20.697,0.001,-0.015,1.0
2026/05/14 10:31:20.717,0.003,-0.014,0.999
2026/05/14 10:31:20.736,0.005,-0.014,0.995
2026/05/14 10:31:20.756,0.003,-0.015,1.0
2026/05/14 10:31:20.776,0.0,-0.015,0.998
2026/05/14 10:31:20.796,0.0,-0.017,0.999
2026/05/14 10:31:20.815,0.004,-0.017,0.997
2026/05/14 10:31:20.835,0.002,-0.014,1.002
2026/05/14 10:31:20.855,0.004,-0.013,0.998
2026/05/14 10:31:20.875,0.002,-0.014,0.996
2026/05/14 10:31:20.894,0.004,-0.012,1.0
2026/05/14 10:31:20.914,-0.002,-0.013,0.999
2026/05/14 10:31:20.934,0.002,-0.016,0.998
2026/05/14 10:31:20.954,0.002,-0.016,0.999
2026/05/14 10:31:20.973,0.001,-0.015,1.0
2026/05/14 10:31:20.993,0.001,-0.014,0.996
2026/05/14 10:31:21.013,0.001,-0.012,0.997
2026/05/14 10:31:21.033,0.005,-0.011,0.999
2026/05/14 10:31:21.052,0.003,-0.014,0.998
2026/05/14 10:31:21.072,0.001,-0.014,0.996
2026/05/14 10:31:21.092,0.004,-0.014,1.0
2026/05/14 10:31:21.112,0.001,-0.017,0.997
2026/05/14 10:31:21.131,-0.001,-0.013,0.998
2026/05/14 10:31:21.151,0.002,-0.011,1.001
2026/05/14 10:31:21.171,0.002,-0.013,0.997
2026/05/14 10:31:21.191,0.0,-0.014,0.998
2026/05/14 10:31:21.210,0.0,-0.009,0.998
2026/05/14 10:31:21.230,-0.001,-0.012,0.999
2026/05/14 10:31:21.250,0.004,-0.016,1.001
2026/05/14 10:31:21.270,0.005,-0.012,0.998
2026/05/14 10:31:21.289,0.002,-0.018,0.998
2026/05/14 10:31:21.309,0.003,-0.016,0.997
2026/05/14 10:31:21.329,0.002,-0.016,0.995
2026/05/14 10:31:21.349,0.001,-0.012,0.994
2026/05/14 10:31:21.368,0.002,-0.016,1.001
2026/05/14 10:31:21.388,0.003,-0.017,0.996
2026/05/14 10:31:21.408,0.002,-0.014,0.998
2026/05/14 10:31:21.428,0.005,-0.015,0.997
2026/05/14 10:31:21.447,0.001,-0.013,1.002
2026/05/14 10:31:21.467,0.002,-0.016,0.996
2026/05/14 10:31:21.487,0.005,-0.019,1.001
2026/05/14 10:31:21.507,-0.001,-0.018,0.998
2026/05/14 10:31:21.527,0.001,-0.017,0.995
2026/05/14 10:31:21.546,0.0,-0.014,0.997
2026/05/14 10:31:21.566,0.0,-0.012,0.998
2026/05/14 10:31:21.586,0.002,-0.016,0.998
2026/05/14 10:31:21.606,0.001,-0.019,1.0
2026/05/14 10:31:21.625,-0.002,-0.014,0.996
2026/05/14 10:31:21.645,0.0,-0.014,0.996
2026/05/14 10:31:21.665,0.002,-0.016,0.996
2026/05/14 10:31:21.685,0.0,-0.013,1.001
2026/05/14 10:31:21.704,0.003,-0.015,1.0
2026/05/14 10:31:21.724,0.002,-0.011,0.999
2026/05/14 10:31:21.744,0.003,-0.014,0.998
2026/05/14 10:31:21.764,0.004,-0.014,0.999
2026/05/14 10:31:21.783,0.002,-0.013,1.001
2026/05/14 10:31:21.803,0.0,-0.012,0.998
2026/05/14 10:31:21.823,0.001,-0.011,0.998
2026/05/14 10:31:21.843,0.002,-0.015,0.998
2026/05/14 10:31:21.862,0.004,-0.014,0.998
2026/05/14 10:31:21.882,0.002,-0.013,1.001
2026/05/14 10:31:21.902,0.002,-0.016,1.001
2026/05/14 10:31:21.922,0.002,-0.014,0.998
2026/05/14 10:31:21.941,0.0,-0.012,1.0
2026/05/14 10:31:21.961,0.0,-0.015,0.999
2026/05/14 10:31:21.981,-0.001,-0.014,0.997
2026/05/14 10:31:22.001,-0.004,-0.018,0.995
2026/05/14 10:31:22.020,0.001,-0.014,1.0
2026/05/14 10:31:22.040,0.004,-0.014,0.998
2026/05/14 10:31:22.060,0.002,-0.014,0.998
2026/05/14 10:31:22.080,0.001,-0.016,1.0
2026/05/14 10:31:22.099,0.001,-0.016,0.999
2026/05/14 10:31:22.119,0.002,-0.014,0.995
2026/05/14 10:31:22.139,0.004,-0.012,1.002
2026/05/14 10:31:22.159,0.0,-0.018,1.001
2026/05/14 10:31:22.178,0.002,-0.015,0.998
2026/05/14 10:31:22.198,-0.001,-0.014,0.998
2026/05/14 10:31:22.218,-0.002,-0.014,0.997
2026/05/14 10:31:22.238,0.001,-0.012,0.999
2026/05/14 10:31:22.257,0.0,-0.017,1.003
2026/05/14 10:31:22.277,0.004,-0.015,0.998
2026/05/14 10:31:22.297,-0.001,-0.015,0.998
2026/05/14 10:31:22.317,0.003,-0.016,0.999
2026/05/14 10:31:22.336,0.003,-0.013,0.997
2026/05/14 10:31:22.356,0.001,-0.013,0.999
2026/05/14 10:31:22.376,-0.002,-0.021,1.001
2026/05/14 10:31:22.396,0.0,-0.012,0.998
2026/05/14 10:31:22.415,0.001,-0.016,0.997
2026/05/14 10:31:22.435,0.002,-0.009,0.993
2026/05/14 10:31:22.455,-0.001,-0.013,0.999
2026/05/14 10:31:22.475,0.002,-0.014,1.001
2026/05/14 10:31:22.495,0.002,-0.015,1.0
2026/05/14 10:31:22.514,0.004,-0.015,0.999
2026/05/14 10:31:22.534,0.001,-0.016,0.996
2026/05/14 10:31:22.554,0.001,-0.015,0.996
2026/05/14 10:31:22.574,0.004,-0.013,1.001
2026/05/14 10:31:22.593,0.0,-0.014,0.994
2026/05/14 10:31:22.613,-0.002,-0.016,0.999
2026/05/14 10:31:22.633,0.004,-0.016,0.998
2026/05/14 10:31:22.653,0.005,-0.014,1.0
2026/05/14 10:31:22.672,-0.002,-0.014,0.999
2026/05/14 10:31:22.692,0.0,-0.014,1.001
2026/05/14 10:31:22.712,0.0,-0.014,1.001
2026/05/14 10:31:22.732,0.001,-0.012,1.0
